"Job #","Borough","House #","Street Name","Block","Lot","Bin #","Job Type","Community - Board","Curb Cut","Fully Permitted","Initial Cost","Proposed Zoning Sqft","Horizontal Enlrgmt","Vertical Enlrgmt","Enlargement SQ Footage","Zoning Dist1","Job Description"
"121139507","MANHATTAN","300","E 85 ST","01547","00049","1078565","A2","108",,"08/07/2012","$45000.00","0",,,"0","C1-9","FILING ALT-2 FOR COMBINATION OF TWO EXISTING APARTMENTS. ARCHITECTURAL AND PLUMBING WORK PROPOSED AS PER PLANS FILED HEREWITH THERE WILL BE NO CHANGE OF USE, OCCUPANCY OR EGRESS UNDER THIS APPLICATION."
"121139507","MANHATTAN","300","E 85 ST","01547","00049","1078565","A2","108",,"08/07/2012","$45000.00","0",,,"0","C1-9","FILING ALT-2 FOR COMBINATION OF TWO EXISTING APARTMENTS. ARCHITECTURAL AND PLUMBING WORK PROPOSED AS PER PLANS FILED HEREWITH THERE WILL BE NO CHANGE OF USE, OCCUPANCY OR EGRESS UNDER THIS APPLICATION."
"121140648","MANHATTAN","441","WEST 51 STREET","01061","00013","1082414","A2","104",,"10/12/2012","$58000.00","0",,,"0","R8","INTERIOR RENOVATION OF EXISTING APARTMENT, WORK TO INCLUDE PARTITIONS, FLOORS, DOORS &amp; RELATED PLUMBING FIXTURES AS PER PLANS FILED HEREWITH."
"121141567","MANHATTAN","421","HUDSON STREET","00601","07501","1067116","A2","102",,,"$75000.00","0",,,"0",,"STRUCTURAL WORK BEING FILED IN CONJUNCTION WITH DOCUMENT 1. WORK TO INCLUDE FRAMING OF REPLACED &amp; RECONFIGURED MEZZANINES, APARTMENTS 608, 610/611, 617, 618/619/620, 621/622, 623. NO CHANGE TO USE, EGRESS OR OCCUPANCY."
"121141567","MANHATTAN","421","HUDSON STREET","00601","07501","1067116","A2","102",,,"$75000.00","0",,,"0",,"STRUCTURAL WORK BEING FILED IN CONJUNCTION WITH DOCUMENT 1. WORK TO INCLUDE FRAMING OF REPLACED &amp; RECONFIGURED MEZZANINES, APARTMENTS 608, 610/611, 617, 618/619/620, 621/622, 623. NO CHANGE TO USE, EGRESS OR OCCUPANCY."
"121142548","MANHATTAN","515","WEST 47 STREET","01076","00023","1026989","A2","104",,,"$78000.00","0",,,"0","R8","RENOVATION OF EXISTING APARTMENTS 2A AND 2C ON SECOND FLOOR, PARTITION AND PLUMBING WORK PER PLAN. NO CHANGE IN USE, EGRESS OR OCCUPANCY."
"121142557","MANHATTAN","230","EAST 32 STREET","00912","00049","1020064","A2","106",,"12/27/2012","$84000.00","0",,,"0","R7B","RENOVATE EXISTING APARTMENTS 1A AND 1C ON FIRST FLOOR, PARTITION AND PLUMBING WORK AS PER PLANS. NO CHANGE IN USE, EGRESS OR OCCUPANCY."
"121142557","MANHATTAN","230","EAST 32 STREET","00912","00049","1020064","A2","106",,"12/27/2012","$84000.00","0",,,"0","R7B","RENOVATE EXISTING APARTMENTS 1A AND 1C ON FIRST FLOOR, PARTITION AND PLUMBING WORK AS PER PLANS. NO CHANGE IN USE, EGRESS OR OCCUPANCY."
"121142566","MANHATTAN","232","ELIZABETH STREET","00507","00004","1007847","A2","102",,"08/18/2014","$45000.00","0",,,"0","C6-2","RENOVATION OF EXISTING APARTMENT 4D ON 4TH FLR,PARTITION AND PLUMBING WORK AS PER PLAN,NEW METAL BALCONY FACING REAR.NO CHANGE IN USE,EGRESS OR OCCUPANCY."
"121142566","MANHATTAN","232","ELIZABETH STREET","00507","00004","1007847","A2","102",,"08/18/2014","$45000.00","0",,,"0","C6-2","RENOVATION OF EXISTING APARTMENT 4D ON 4TH FLR,PARTITION AND PLUMBING WORK AS PER PLAN,NEW METAL BALCONY FACING REAR.NO CHANGE IN USE,EGRESS OR OCCUPANCY."
"121142566","MANHATTAN","232","ELIZABETH STREET","00507","00004","1007847","A2","102",,"08/18/2014","$45000.00","0",,,"0","C6-2","RENOVATION OF EXISTING APARTMENT 4D ON 4TH FLR,PARTITION AND PLUMBING WORK AS PER PLAN,NEW METAL BALCONY FACING REAR.NO CHANGE IN USE,EGRESS OR OCCUPANCY."
"121142628","MANHATTAN","60","EAST END AVENUE","01579","00023","1051164","A2","108",,"07/25/2012","$82000.00","0",,,"0","R10A","FILING APPLICATION FOR THE INTERIOR RENOVATION OF APARTMENT 9A ON THE 9TH FLOOR. NO CHANGE IN USE, EGRESS OR OCCUPANCY."
"121142628","MANHATTAN","60","EAST END AVENUE","01579","00023","1051164","A2","108",,"07/25/2012","$82000.00","0",,,"0","R10A","FILING APPLICATION FOR THE INTERIOR RENOVATION OF APARTMENT 9A ON THE 9TH FLOOR. NO CHANGE IN USE, EGRESS OR OCCUPANCY."
"121142673","MANHATTAN","346","W 52","01042","00050","1025215","A2","104",,"04/30/2013","$45000.00","0",,,"0","R8","RENOVATION TO APARTMENT 5B; SOME PLUMBING AND PARTITION WORK; NO CHANGE TO OCCUPANCY, USE OR EGRESS"
"121142762","MANHATTAN","348","ST NICHOLAS AVENUE","01954","00043","1059389","A2","110",,,"$85000.00","0",,,"0","R8A","INTERIOR RENOVATION OF APARTMENT 3N, REPAIR/REPLACE WOODEN FLOOR JOISTS AS REQUIRED, INSTALL NEW PLUMBING FIXTURES. REMOVE VIOLATION 34938475M,34879911M AND 34971395R. NO CHANGE IN USE, EGRESS OR OCCUPANCY."
"121142762","MANHATTAN","348","ST NICHOLAS AVENUE","01954","00043","1059389","A2","110",,,"$85000.00","0",,,"0","R8A","INTERIOR RENOVATION OF APARTMENT 3N, REPAIR/REPLACE WOODEN FLOOR JOISTS AS REQUIRED, INSTALL NEW PLUMBING FIXTURES. REMOVE VIOLATION 34938475M,34879911M AND 34971395R. NO CHANGE IN USE, EGRESS OR OCCUPANCY."
"121142986","MANHATTAN","143","AVENUE B","00392","07501","1004784","A2","103",,"09/06/2012","$65000.00","0",,,"0","R7A","RENOVATION OF EXISTING INTERIOR SPACE OF APARTMENT 5A. REPLACE EXISTING WINDOWS, DOORS, CABINETRY, WALL FINISHES, PLUMBING FIXTURES AND APPLIANCES. REMOVE EXISTING INTERIOR PARTITIONS, INSTALL NEW INTERIOR PARTITIONS. NO CHANGE IN USE EGRESS OR OCCUPANCY."
"121142986","MANHATTAN","143","AVENUE B","00392","07501","1004784","A2","103",,"09/06/2012","$65000.00","0",,,"0","R7A","RENOVATION OF EXISTING INTERIOR SPACE OF APARTMENT 5A. REPLACE EXISTING WINDOWS, DOORS, CABINETRY, WALL FINISHES, PLUMBING FIXTURES AND APPLIANCES. REMOVE EXISTING INTERIOR PARTITIONS, INSTALL NEW INTERIOR PARTITIONS. NO CHANGE IN USE EGRESS OR OCCUPANCY."
"121144984","MANHATTAN","320","EAST 72 STREET","01446","00042","1044866","A2","108",,,"$40000.00","0",,,"0","R10A","MINOR PARTITIONS WORK,BATHROOMS RENOVATION, MASTER BATHROOM WINDOW REPLACEMENT IN EXISTING APARTMENT # 11A. ALL AS PER PLANS AND APPLICATIONS FILED HEREWITH. THERE IS NO CHANGE IN USE, OCCUPANCY OR MEANS OF EGRESS."
"121144984","MANHATTAN","320","EAST 72 STREET","01446","00042","1044866","A2","108",,,"$40000.00","0",,,"0","R10A","MINOR PARTITIONS WORK,BATHROOMS RENOVATION, MASTER BATHROOM WINDOW REPLACEMENT IN EXISTING APARTMENT # 11A. ALL AS PER PLANS AND APPLICATIONS FILED HEREWITH. THERE IS NO CHANGE IN USE, OCCUPANCY OR MEANS OF EGRESS."
"121145643","MANHATTAN","18","EAST 12TH STREET","00569","07503","1009333","A3","102",,"11/20/2012","$45000.00","0",,,"0","C6-1","RENOVATION OF EXISTING APARTMENT AT 6D. NO CHANGE TO USE, OCCUPANCY, OR EGRESS. MINOR PARTITION WORK PER PLANS."
"121145643","MANHATTAN","18","EAST 12TH STREET","00569","07503","1009333","A3","102",,"11/20/2012","$45000.00","0",,,"0","C6-1","RENOVATION OF EXISTING APARTMENT AT 6D. NO CHANGE TO USE, OCCUPANCY, OR EGRESS. MINOR PARTITION WORK PER PLANS."
"121145689","MANHATTAN","141","EAST 88TH STREET","01517","00020","1048078","A2","108",,,"$68000.00","0",,,"0",,"PLUMBING AND MECHANICAL MODIFICATIONS IN APARTMENT 10A.  NO CHANGE IN USE, OCCUPANCY OR EGRESS."
"121145689","MANHATTAN","141","EAST 88TH STREET","01517","00020","1048078","A2","108",,,"$68000.00","0",,,"0",,"PLUMBING AND MECHANICAL MODIFICATIONS IN APARTMENT 10A.  NO CHANGE IN USE, OCCUPANCY OR EGRESS."
"121146731","MANHATTAN","555","WEST 59TH STREET","01151","07503","1087704","A2","107",,,"$50000.00","0",,,"0",,"FILING FOR MECHANICAL, PLUMBING, AND SPRINKLER WORK ASSOCIATED WITH INTERIOR RENOVATION OF APARTMENTS 31A AND 31B AS PER PLANS SUBMITTED HEREWITH. NO CHANGE TO SUE, EGRESS, OR OCCUPANCY."
"121146777","MANHATTAN","167","EAST 61ST STREET","01396","00033","1041986","A2","108",,"08/28/2012","$54000.00","0",,,"0","C1-9","APPLICATION TO RENOVATE APARTMENT 27E WITH MINOR PLUMBING WORK. NO CHANGE IN USE, OCCUPANCY OR EGRESS."
"121146777","MANHATTAN","167","EAST 61ST STREET","01396","00033","1041986","A2","108",,"08/28/2012","$54000.00","0",,,"0","C1-9","APPLICATION TO RENOVATE APARTMENT 27E WITH MINOR PLUMBING WORK. NO CHANGE IN USE, OCCUPANCY OR EGRESS."
"121149417","MANHATTAN","300","EAST 71ST ST","01445","07501","1044853","A2","108",,"08/10/2012","$60000.00","0",,,"0","C1-9","INTERIOR PARTITION REMOVAL AND CONSTRUCTION FOR APARTMENT 10A. NO CHANGE TO USE, EGRESS OR OCCUPANCY."
"121149818","MANHATTAN","1588","SECOND AVENUE","01545","00003","1049874","A2","108",,"08/09/2012","$60000.00","0",,,"0","C1-9","MECHANICAL &amp; PLUMBING WORK IN CONJUNCTION WITH INTERIOR RENOVATION (JOB#:121075905) TO EXISTING APARTMENTS, ALL AS PER PLANS FILED HEREWITH. NO CHANGE IN USE, EGRESS OR OCCUPANCY UNDER THIS APPLICATION."
"121149934","MANHATTAN","1588","SECOND AVENUE","01545","00003","1049874","A2","108",,"08/07/2012","$45000.00","0",,,"0","C1-9","STRUCTURAL WORK IN CONJUNCTION WITH INTERIOR RENOVATION (JOB#:121075905) TO EXISTING APARTMENTS ON THE 2ND, 3RD, 4TH FLOORS &amp; ROOF,  ALL AS PER PLANS FILED HEREWITH. NO CHANGE IN USE, EGRESS OR OCCUPANCY UNDER THIS APPLICATION."
"121149943","MANHATTAN","233","WEST 99 STREET","01871","00020","1056459","A2","107",,"09/04/2012","$75000.00","0",,,"0","R9A","#6924 RENOVATION OF EXISTING APARTMENT 8C ON THE 8TH FLOOR. ARCHITECTURAL AND PLUMBING WORKING ONLY. NO CHANGE OF USE, OCCUPANCY OR EGRESS."
"121149943","MANHATTAN","233","WEST 99 STREET","01871","00020","1056459","A2","107",,"09/04/2012","$75000.00","0",,,"0","R9A","#6924 RENOVATION OF EXISTING APARTMENT 8C ON THE 8TH FLOOR. ARCHITECTURAL AND PLUMBING WORKING ONLY. NO CHANGE OF USE, OCCUPANCY OR EGRESS."
"121150333","MANHATTAN","515","WEST 47 STREET","01076","00023","1026989","A2","104",,"10/04/2012","$78000.00","0",,,"0","R8","RENOVATION OF EXISTING APARTMENTS 3A AND 3C ON THIRD FLOOR,  PARTITION AND PLUMBING WORK PER PLAN. NO CHANGE IN USE, EGRESS  OR OCCUPANCY."
"121150333","MANHATTAN","515","WEST 47 STREET","01076","00023","1026989","A2","104",,"10/04/2012","$78000.00","0",,,"0","R8","RENOVATION OF EXISTING APARTMENTS 3A AND 3C ON THIRD FLOOR,  PARTITION AND PLUMBING WORK PER PLAN. NO CHANGE IN USE, EGRESS  OR OCCUPANCY."
"121150342","MANHATTAN","234","WEST 14 STREET","00618","00015","1011101","A2","102",,"10/12/2012","$58000.00","0",,,"0","C6-2A","RENOVATION OF EXISTING APARTMENT 1D ON FIRST FLOOR.MINOR PARTITION AND PLUMBING WORK AS PER PLANS.NO CHANGE IN USE,EGRESS OR OCCUPANCY."
"121150958","MANHATTAN","870","MADISON AVENUE","01385","00056","1041338","A2","108",,,"$64000.00","0",,,"0","C5-1","REMOVAL AND RELOCATION OF EXISTING INTERIOR PARTITIONS AND PLUMBING FIXTURES IN APARTMENT ON THE 5TH FLOOR. NO CHANGE IN OCCUPANCY, USE OR EGRESS."
"121152055","MANHATTAN","234","WEST 14 STREET","00618","00015","1011101","A2","102",,"10/12/2012","$58000.00","0",,,"0","C6-2A","RENOVATION OF EXISTING APARTMENT 1B ON FIRST FLOOR.MINOR PARTITION AND PLUMBING WORK AS PER PLANS.NO CHANGE IN USE,EGRESS OR OCCUPANCY."
"121152055","MANHATTAN","234","WEST 14 STREET","00618","00015","1011101","A2","102",,"10/12/2012","$58000.00","0",,,"0","C6-2A","RENOVATION OF EXISTING APARTMENT 1B ON FIRST FLOOR.MINOR PARTITION AND PLUMBING WORK AS PER PLANS.NO CHANGE IN USE,EGRESS OR OCCUPANCY."
"121153642","MANHATTAN","50","CENTRAL PARK SOUTH","01274","07503","1035256","A2","105",,,"$50000.00","0",,,"0",,"RENOVATION OF AN EXISTING RESIDENTIAL APARTMENT ON THE 30TH AND 31ST FLOORS. WORK TO INCLUDE PARTITION CHANGES, MINOR PLUMBING AND STRUCTURAL WORK.  NO CHANGE TO USE, OCCUPANCY OR EGRESS."
"121153642","MANHATTAN","50","CENTRAL PARK SOUTH","01274","07503","1035256","A2","105",,,"$50000.00","0",,,"0",,"RENOVATION OF AN EXISTING RESIDENTIAL APARTMENT ON THE 30TH AND 31ST FLOORS. WORK TO INCLUDE PARTITION CHANGES, MINOR PLUMBING AND STRUCTURAL WORK.  NO CHANGE TO USE, OCCUPANCY OR EGRESS."
"121154179","MANHATTAN","50","W 90 ST","01203","00055","1031583","A2","107",,"09/24/2012","$45000.00","0",,,"0","R7-2","HEREWITH FILE TO RENOVATE EXISTING APARTMENT UNIT #D3 INCLUDES INSTALL PLUMBING FIXTURES, G.W.B. WALL,NEW HARDWOOD FLOOR, PAINT, K. CABINET, REPLACE DOORS AND GENERAL CONSTRUCTION. NO CHANGE IN USE, EGRESS, AND OCCUPANCY"
"121154179","MANHATTAN","50","W 90 ST","01203","00055","1031583","A2","107",,"09/24/2012","$45000.00","0",,,"0","R7-2","HEREWITH FILE TO RENOVATE EXISTING APARTMENT UNIT #D3 INCLUDES INSTALL PLUMBING FIXTURES, G.W.B. WALL,NEW HARDWOOD FLOOR, PAINT, K. CABINET, REPLACE DOORS AND GENERAL CONSTRUCTION. NO CHANGE IN USE, EGRESS, AND OCCUPANCY"
"121154311","MANHATTAN","65","MORTON STREET","00584","07501","1084394","A2","102",,,"$40000.00","0",,,"0","C1-6","HEREWITH RENOVATING APARTMENT 6H AND REPLACING PLUMBING AND KITCHEN FIXTURES."
"121154311","MANHATTAN","65","MORTON STREET","00584","07501","1084394","A2","102",,,"$40000.00","0",,,"0","C1-6","HEREWITH RENOVATING APARTMENT 6H AND REPLACING PLUMBING AND KITCHEN FIXTURES."
"121154491","MANHATTAN","252","EAST 61 STREET","01415","00021","1078348","A2","108",,"08/20/2012","$44000.00","0",,,"0","C2-8","RENOVATE EXISTING APARTMENT AS PER PLANS FILED. INSTALL NEW PLUMBING AND BATHROOM FIXTURES ON EXISTING ROUGHING. NO CHANGE IN USE EGRESS OR OCCUPANCY UNDER THIS APPLICATION."
"121155613","MANHATTAN","205","EAST 22ND STREET","00903","07501","1019668","A2","106",,,"$65000.00","0",,,"0","C2-8A","MINOR INTERIOR RENOVATIONS TO APARTMENT 2D; INCLUDES, MINOR PARTITIONS, REHABBED KITCHEN, STORAGE LOFT AND PLUMBING AS PER PLANS. NO CHANGE TO USE, EGRESS OR OCCUPANCY."
"121155613","MANHATTAN","205","EAST 22ND STREET","00903","07501","1019668","A2","106",,,"$65000.00","0",,,"0","C2-8A","MINOR INTERIOR RENOVATIONS TO APARTMENT 2D; INCLUDES, MINOR PARTITIONS, REHABBED KITCHEN, STORAGE LOFT AND PLUMBING AS PER PLANS. NO CHANGE TO USE, EGRESS OR OCCUPANCY."
"121156033","MANHATTAN","7","EAST 14TH STREET","00842","00007","1016062","A2","105",,"07/19/2012","$40000.00","0",,,"0","C6-1","GENERAL CONSTRUCTION CONSISTING OF THE REMOVAL OF INTERIOR PARTITIONS AND RELATED CONSTRUCTION MODIFICATIONS AS PER THE PLANS FOR THE COMBINATION OF APARTMENTS 18E AND 18F INTO ONE SINGLE APARTMENT DWELLING. NO CHANGE IN USE, EGRESS OR OCCUPANCY."
"121156097","MANHATTAN","200","EAST 66TH STREET","01420","07501","1043871","A2","108",,"08/09/2012","$66000.00","0",,,"0","R8B","INTERIOR RENOVATION TO APARTMENT E-507. NO CHANGE TO USE, EGRESS OR OCCUPANCY."
"121156097","MANHATTAN","200","EAST 66TH STREET","01420","07501","1043871","A2","108",,"08/09/2012","$66000.00","0",,,"0","R8B","INTERIOR RENOVATION TO APARTMENT E-507. NO CHANGE TO USE, EGRESS OR OCCUPANCY."
"121159780","MANHATTAN","145","WEST 86TH STREET","01217","00014","1032191","A2","107",,"08/09/2012","$60000.00","0",,,"0","R10A","ARCHITECTURAL WORK IN CONJUNCTION WITH THE RENOVATION OF AN  EXISTING APARTMENT. NO CHANGE IN USE, EGRESS OR OCUAPNCY FILED  UNDER THIS APPLICATION"
"121161660","MANHATTAN","60","EAST 13TH STREET","00564","07501","1080130","A2","102",,,"$75000.00","0",,,"0",,"PLUMBING AND MECHANICAL WORK IN CONJUNCTION WITH INTERIOR APARTMENT RENOVATION."
"121162008","MANHATTAN","40","EAST 88TH STREET","01499","00051","1046921","A2","108",,"09/20/2012","$60000.00","0",,,"0","R10","RENOVATION OF AN EXISTING RESIDENTIAL APARTMENT ON THE 15TH FLOOR, APARTMENT #15E. WORK TYPES INCLUDE OT/ARCHITECTURAL AND PLUMBING. NO CHANGE OF USE, OCCUPANCY OR EGRESS."
"121162179","MANHATTAN","444","WEST 52 STREET","01061","00053","1026732","A2","104",,"08/31/2012","$60000.00","0",,,"0","R8","RENOVATION OF EXISTING APARTMENT 2E ON SECOND FLOOR, PARTITION AND PLUMBING WORK AS PER PLAN, NO CHANGE IN USE, EGRESS OR OCCUPANCY."
"121162179","MANHATTAN","444","WEST 52 STREET","01061","00053","1026732","A2","104",,"08/31/2012","$60000.00","0",,,"0","R8","RENOVATION OF EXISTING APARTMENT 2E ON SECOND FLOOR, PARTITION AND PLUMBING WORK AS PER PLAN, NO CHANGE IN USE, EGRESS OR OCCUPANCY."
"121165755","MANHATTAN","65","WEST 95 STREET","01209","00006","1031707","A2","107",,"08/13/2012","$50000.00","0",,,"0","R7-2","PROFESSIONAL SELF CERTIFICATION FOR ALTERATION TYPE - 2. PARTIAL INTERIOR DRYWALL DEMO/INSTALLATION, INTERIOR REPAIRS/RENOVATION WITH REQUIRED ELECTRICAL WIRING &amp; FIXTURES. ALL REPAIRS AND INSTALLATIONS ARE WITHING THE EXISTING APARTMENT. NO PLUMBING/DRAINAGE CHANGES. NO EXTERIOR WORK WHICH REQUIRES PUBLIC PROTECTION OR SIDEWALK BRIDGE ETC."
"121165817","MANHATTAN","65","EAST 76 STREET","01391","00031","1041799","A2","108",,"08/15/2012","$75000.00","0",,,"0","R8B","FILING APPLICATION FOR THE INTERIOR RENOVATION OF APARTMENT 9D ON 9TH FLOOR. NO CHANGE IN USE, EGRESS OR OCCUPANCY."
"121166031","MANHATTAN","1025","FIFTH AVENUE","01495","00004","1046778","A2","108",,"09/27/2012","$70000.00","0",,,"0","R8B","RENOVATION OF AN EXISTING APARTMENT #8B/S ON THE 8TH FLOOR. ARCHITECTURAL AND PLUMBING WORK. THERE WILL BE NO CHANGE OF USE, OCCUPANCY OR EGRESS UNDER THIS APPLICATION."
"121166255","MANHATTAN","1150","PARK AVENUE","01503","00038","1047025","A2","108",,"11/02/2012","$51000.00","0",,,"0","R10","FILING APPLICATION FOR THE INTERIOR RENOVATION OF APARTMENT 15D ON THE 15TH FLOOR. NO CHANGE IN USE, EGRESS OR OCCUPANCY."
"121166255","MANHATTAN","1150","PARK AVENUE","01503","00038","1047025","A2","108",,"11/02/2012","$51000.00","0",,,"0","R10","FILING APPLICATION FOR THE INTERIOR RENOVATION OF APARTMENT 15D ON THE 15TH FLOOR. NO CHANGE IN USE, EGRESS OR OCCUPANCY."
"121166488","MANHATTAN","400","EAST 57TH STREET","01368","00001","1040466","A2","106",,"08/09/2012","$44000.00","0",,,"0","R10","RENOVATE EXISTING APARTMENT AS PER PLANS FILED. INSTALL NEW PLUMBING FIXTURES ON EXISTING ROUGHING. NO CHANGE IN USE EGRESS OR OCCUPANCY UNDER THIS APPLICATION."
"121166503","MANHATTAN","20","PARK AVENUE","00865","00032","1017126","A2","106",,"08/09/2012","$44000.00","0",,,"0","R10","RENOVATE EXISTING APARTMENT AS PER PLANS FILED. INSTALL NEW PLUMBING FIXTURES ON EXISTING ROUGHING. NO CHANGE IN USE EGRESS OR OCCUPANCY UNDER THIS APPLICATION."
"121167566","MANHATTAN","235","WEST 48TH STREET","01020","00005","1076194","A2","105",,"07/31/2012","$44000.00","0",,,"0","C6-5","RENOVATE EXISTING APARTMENT AS PER PLANS FILED. INSTALL NEW PLUMBING FIXTURES ON EXISTING ROUGHING. NO CHANGE IN USE, EGRESS OR OCCUPANCY UNDER THIS APPLICATION."
"121168583","MANHATTAN","136","GRAND STREET","00473","00051","1084588","A2","102",,"02/21/2013","$55000.00","0",,,"0","M1-5B","INSTALL NEW AIR CONDITIONING SYSTEM IN APARTMENT 6EF &amp; RATED ENCLOSURES. INSTALL NEW MECHANICAL EQUIPMENT AT ROOF ON STEEL SUPPORT BRACKET AS PER PLANS FILED. NO CHANGE TO USE OCCUPANCY OR EGRESS"
"121168583","MANHATTAN","136","GRAND STREET","00473","00051","1084588","A2","102",,"02/21/2013","$55000.00","0",,,"0","M1-5B","INSTALL NEW AIR CONDITIONING SYSTEM IN APARTMENT 6EF &amp; RATED ENCLOSURES. INSTALL NEW MECHANICAL EQUIPMENT AT ROOF ON STEEL SUPPORT BRACKET AS PER PLANS FILED. NO CHANGE TO USE OCCUPANCY OR EGRESS"
"121170160","MANHATTAN","20","BETHUNE STREET","00640","00064","1012067","A2","102",,"09/04/2012","$41000.00","0",,,"0","R6","RENOVATE APARTMENT #5D ON THE 5TH FLOOR. NO CHANGE IN USE, OCCUPANCY OR EGRESS."
"121170160","MANHATTAN","20","BETHUNE STREET","00640","00064","1012067","A2","102",,"09/04/2012","$41000.00","0",,,"0","R6","RENOVATE APARTMENT #5D ON THE 5TH FLOOR. NO CHANGE IN USE, OCCUPANCY OR EGRESS."
"121170721","MANHATTAN","400","WEST END AVENUE","01227","00001","1032622","A2","107",,"09/19/2012","$65000.00","0",,,"0","R10A","REFURBISH APARTMENT 6E AS PER PLANS. NO CHANGE IN EGRESS, USE OR OCCUPANCY."
"121170721","MANHATTAN","400","WEST END AVENUE","01227","00001","1032622","A2","107",,"09/19/2012","$65000.00","0",,,"0","R10A","REFURBISH APARTMENT 6E AS PER PLANS. NO CHANGE IN EGRESS, USE OR OCCUPANCY."
"121176128","MANHATTAN","382","EAST10 STREET","00392","00026","1004771","A2","103",,"10/25/2012","$40000.00","0",,,"0","R8B","RENOVATION OF EXISTING APARTMENT 1D ON FIRST FLOOR, PARTITION  AND PLUMBING WORK AS PER PLAN. NO CHANGE IN USE, EGRESS OR  OCCUPANCY."
"121177966","MANHATTAN","252","MOTT STREET","00508","00001","1077771","A2","102",,"03/21/2013","$73000.00","0",,,"0","C6-2","RENOVATION OF EXISTING APARTMENT 3R ON THIRD FLOOR, PARTITION AND PLUMBING WORK AS PER PLANS, NEW METAL BALCONIES FACING REAR.  NO CHANGE IN USE, EGRESS OR OCCUPANCY."
"121178279","MANHATTAN","39","EAST 29TH STREET","00859","07502","1087770","A2","105",,"08/08/2012","$42000.00","0",,,"0","C5-2","GENERAL CONSTRUCTION ASSOCIATED WITH COMBINATION OF APARTMENTS 17A &amp; 17E PURSUANT TO TPPN 03/97. NO CHANGE IN OCCUPANCY, USE OR EGRESS."
"121178279","MANHATTAN","39","EAST 29TH STREET","00859","07502","1087770","A2","105",,"08/08/2012","$42000.00","0",,,"0","C5-2","GENERAL CONSTRUCTION ASSOCIATED WITH COMBINATION OF APARTMENTS 17A &amp; 17E PURSUANT TO TPPN 03/97. NO CHANGE IN OCCUPANCY, USE OR EGRESS."
"121178616","MANHATTAN","360","EAST 65TH STREET","01439","00030","1044696","A2","108",,"08/13/2012","$44000.00","0",,,"0","C1-9","RENOVATE EXISTING APARTMENT AS PER PLANS FILED. REPLACE EXISTING BATHROOM AND FIXTURES AS INDICATED. NO CHANGE IN USE EGRESS OR OCCUPANCY UNDER THIS APPLICATION."
"121179018","MANHATTAN","166","WEST 22 STREET","00797","00076","1014783","A2","104",,"09/28/2012","$50000.00","0",,,"0","R8A","FILING APPLICATION FOR THE INTERIOR RENOVATION OF APARTMENT 3G ON THE 3RD FLOOR. NO CHANGE IN USE, EGRESS OR OCCUPANCY."
"121179704","MANHATTAN","628","WEST 151 STREET","02097","00040","1062451","A2","109",,"12/12/2012","$45000.00","0",,,"0","R8","PROPOSE TO RENOVATE  EXISTING APARTMENT 6C ALL AS PER PLANS FILED HEREWITH. NO CHANGE TO USE, OCCUPANCY, OR EGRESS."
"121179713","MANHATTAN","628","WEST 151 STREET","02097","00040","1062451","A2","109",,"10/09/2012","$45000.00","0",,,"0","R8","PROPOSE TO RENOVATE EXISTING APARTMENT 4H ALL AS PER PLAN FILED HEREWITH. NO CHANGE TO USE, OCCUPANCY, OR EGRESS."
"121180079","MANHATTAN","348","WEST 56TH STREET","01046","00056","1079018","A2","104",,"10/26/2012","$71000.00","0",,,"0","R8","RENOVATION OF AN EXISTING APARTMENT D ON THE 4TH FLOOR OF AN EXISTING RESIDENTIAL BUILDING. ARCHITECTURAL AND PLUMBING WORK. NO CHANGE OF USE, OCCUPANCY OR EGRESS."
"121184949","MANHATTAN","319","WEST 106 STREET","01892","00005","1057258","A1","107",,"09/08/2014","$70000.00","6570",,,"0","R8B","REMODEL FIRST FLOOR REAR APARTMENT (APT B). PROVIDE CONNECTING STAIR TO ACCESSORY SPACE IN CELLAR. RELOCATE PUBLIC HALL STAIR FROM 1 FLOOR TO CELLAR. AMEND CERTIFICATE OF OCCUPANCY."
"121184949","MANHATTAN","319","WEST 106 STREET","01892","00005","1057258","A1","107",,"09/08/2014","$70000.00","6570",,,"0","R8B","REMODEL FIRST FLOOR REAR APARTMENT (APT B). PROVIDE CONNECTING STAIR TO ACCESSORY SPACE IN CELLAR. RELOCATE PUBLIC HALL STAIR FROM 1 FLOOR TO CELLAR. AMEND CERTIFICATE OF OCCUPANCY."
"121191156","MANHATTAN","139","MULBERRY STREET","00236","00026","1003080","A1","102",,"04/18/2017","$50000.00","9790",,,"0","C6-2G","HEREWITH FILE ALTERATION TYPE ONE IN ORDER TO CONVERT AN EXISTING FIVE (5)STORY TWENTY (20) DWELLING UNIT APARTMENT BUILDING IN TO AN EIGHTEEN (18) DWELLING UNIT BUILDING WITH RETAIL ON THE GROUND FLOOR. TO ERECT INTERIOR PARTITIONS , TO DO PLUMBING WORK AND TO OBTAIN A NEW CERTIFICATE OF OCCUPANCY."
