"Job #","Borough","House #","Street Name","Block","Lot","Bin #","Job Type","Community - Board","Curb Cut","Fully Permitted","Initial Cost","Proposed Zoning Sqft","Horizontal Enlrgmt","Vertical Enlrgmt","Enlargement SQ Footage","Zoning Dist1","Job Description"
"320293268","BROOKLYN","886","MANHATTAN AVENUE","02574","00060","3065142","A2","301",,"06/20/2011","$74000.00","0",,,"0","C4-3A","RENOVATION OF APARTMENTS ON 2ND FLOOR. NEW INTERIOR PARTITIONS. RELATED PLUMBING WORK. REPLACEMENT OF EXISTING SANITARY PIPING (SOIL AND VENTING) FOR EACH FLOOR AND INSTALLATION OF NEW ONE. THERE IS NO CHANGE IN USE, EXITS OR OCCUPANCY."
"320293669","BROOKLYN","888","MANHATTAN AVENUE","02574","00061","3065143","A2","301",,"06/03/2011","$71000.00","0",,,"0","C4-3A","RENOVATION OF (2) APARTMENTS (3RD AND 4TH FLOOR). NEW INTERIOR PARTITIONS. RELATED PLUMBING WORK. REPLACEMENT OF EXISTING SANITARY PIPING (SOIL AND VENTING) FOR EACH FLOOR AND INSTALLATION OF NEW ONE. THERE IS NO CHANGE TO USE, EXITS OR OCCUPANCY."
"320302793","BROOKLYN","30","MAIN STREET","00036","07501","3335867","A2","302",,"06/02/2011","$60000.00","0",,,"0","M1-2/R8A","APPLICATION FILED FOR RENOVATION AND COMBINATION OF EXISTING APARTMENTS AS SHOWN ON PLANS FILED HEREWITH."
"320302793","BROOKLYN","30","MAIN STREET","00036","07501","3335867","A2","302",,"06/02/2011","$60000.00","0",,,"0","M1-2/R8A","APPLICATION FILED FOR RENOVATION AND COMBINATION OF EXISTING APARTMENTS AS SHOWN ON PLANS FILED HEREWITH."
"320312602","BROOKLYN","5223","4 AVENUE","00807","00001","3013882","A2","307",,"06/28/2011","$83000.00","0",,,"0","R7A","ERECT WALL PARTITION AND INSTALL NEW COMBINATION BOILER IN 2ND FL &amp; 3RD FL. FLOOR APARTMENT OF EXISTING 3 STORIES BUILDING. NO CHANGE IN USE, EGRESS OR OCCUPANCY"
"320312602","BROOKLYN","5223","4 AVENUE","00807","00001","3013882","A2","307",,"06/28/2011","$83000.00","0",,,"0","R7A","ERECT WALL PARTITION AND INSTALL NEW COMBINATION BOILER IN 2ND FL &amp; 3RD FL. FLOOR APARTMENT OF EXISTING 3 STORIES BUILDING. NO CHANGE IN USE, EGRESS OR OCCUPANCY"
"320314726","BROOKLYN","120","3 PLACE","00467","00017","3008025","A2","306",,,"$42000.00","0",,,"0","R6B","COMBINE APARTMENTS AT BSMT AND FIRST FLOORS. TO REDUCE OCCUPANCY FROM FOUR TO THREE FAMILES."
"320315529","BROOKLYN","283","CUMBERLAND STREET","02119","00020","3059391","A1","302",,"08/30/2011","$50000.00","2928",,,"0","R6B","INSTALLING PARTITION AT CELLAR TO CREATE BOILER ROOM, ALL OTHER WORK BEING PERFORMED UNDER ALTERATION TYPE 2. REARRANGE  APARTMENT LAYOUT AND FLOOR LOCATIONS. 2 FAMILY DWELLING  BEING MAINTAINED. BASEMENT 1 DWELLING UNIT AND FLOORS 1-3 1  DWELLING UNIT."
"320315529","BROOKLYN","283","CUMBERLAND STREET","02119","00020","3059391","A1","302",,"08/30/2011","$50000.00","2928",,,"0","R6B","INSTALLING PARTITION AT CELLAR TO CREATE BOILER ROOM, ALL OTHER WORK BEING PERFORMED UNDER ALTERATION TYPE 2. REARRANGE  APARTMENT LAYOUT AND FLOOR LOCATIONS. 2 FAMILY DWELLING  BEING MAINTAINED. BASEMENT 1 DWELLING UNIT AND FLOORS 1-3 1  DWELLING UNIT."
"320316029","BROOKLYN","102","EAGLE STREET","02504","00022","3063909","A2","301",,"01/07/2013","$85000.00","0",,,"0","R6B","MINOR RENOVATION OF APARTMENTS ON THE FIRST FLOOR IN THE 6 FAMILY BUILDING, LEGALIZATION OF PRIOR LAYOUT, PLUMBING WORK AS PER PLANS FILED HEREWITH ON 1ST, 2ND AND 3RD FL.  NO CHANGE IN USE, EGRESS OR OCCUPANCY."
"320316207","BROOKLYN","182","PROSPECT PARK WEST","01101","00042","3026545","A2","306",,"09/29/2011","$55000.00","0",,,"0","R7A","PROPOSED TO RENOVATE EXISTING APARTMENTS NUMBER 8 ON THE SECOND FLOOR &amp; NUMBER 9 ON THE THIRD FLOOR AS PER PLANS HEREWITH SUBMITTED. MINOR INTERIOR NON-BEARING PARTITIONS AND PLUMBING WORK. NO CHANGE TO USE, EGRESS OR OCCUPANCY PROPOSED UNDER THIS APPLICATION."
"320316207","BROOKLYN","182","PROSPECT PARK WEST","01101","00042","3026545","A2","306",,"09/29/2011","$55000.00","0",,,"0","R7A","PROPOSED TO RENOVATE EXISTING APARTMENTS NUMBER 8 ON THE SECOND FLOOR &amp; NUMBER 9 ON THE THIRD FLOOR AS PER PLANS HEREWITH SUBMITTED. MINOR INTERIOR NON-BEARING PARTITIONS AND PLUMBING WORK. NO CHANGE TO USE, EGRESS OR OCCUPANCY PROPOSED UNDER THIS APPLICATION."
"320325563","BROOKLYN","1588","PRESIDENT ST","01407","00026","3037892","A2","309",,"09/22/2011","$40000.00","0",,,"0","R4","JOB FIELD TO INTERIOR  RENOVATION IN 1588 PRESIDENT ST IN ONE APARTMENT UNIT 1 REPLACE MEANT OF BATHROOM AND KITCHEN FIXTURES AND INSTALLATION OF SOME NEW KITCHEN FIXTURES . NO CHANGE TO EGRESS OR OCCUPANCY UNDER THIS APPLICATION"
"320325634","BROOKLYN","1580","PRESIDENT  ST","01407","00022","3037891","A2","309",,"09/22/2011","$65000.00","0",,,"0","R4","JOB FILED FOR 158 PRESIDENT STREET TO CREATE A SECURITY OFFICE IN HALLWAY AND DO INTERIOR RENOVATION IN 2 APARTMENTS UNITS 4 &amp; 22 IN THE BUILDING. ALSO, REP LACEMENT OF BATHROOM AND KITCHEN FIXTURES IN BOTH APARTMENTS."
"320325634","BROOKLYN","1580","PRESIDENT  ST","01407","00022","3037891","A2","309",,"09/22/2011","$65000.00","0",,,"0","R4","JOB FILED FOR 158 PRESIDENT STREET TO CREATE A SECURITY OFFICE IN HALLWAY AND DO INTERIOR RENOVATION IN 2 APARTMENTS UNITS 4 &amp; 22 IN THE BUILDING. ALSO, REP LACEMENT OF BATHROOM AND KITCHEN FIXTURES IN BOTH APARTMENTS."
"320325732","BROOKLYN","100","SOUTH OXFORD STREET","02117","00027","3059328","A2","302",,"01/03/2012","$80000.00","0",,,"0","R6B","RENOVATION TO EXISTING APARTMENT 1 ON THE BASEMENT AND 1ST FLOOR. ARCHITECTURAL WORK. NO CHANGE IN USE, OCCUPANCY, MINOR CHANGE IN EGRESS."
"320325732","BROOKLYN","100","SOUTH OXFORD STREET","02117","00027","3059328","A2","302",,"01/03/2012","$80000.00","0",,,"0","R6B","RENOVATION TO EXISTING APARTMENT 1 ON THE BASEMENT AND 1ST FLOOR. ARCHITECTURAL WORK. NO CHANGE IN USE, OCCUPANCY, MINOR CHANGE IN EGRESS."
"320325732","BROOKLYN","100","SOUTH OXFORD STREET","02117","00027","3059328","A2","302",,"01/03/2012","$80000.00","0",,,"0","R6B","RENOVATION TO EXISTING APARTMENT 1 ON THE BASEMENT AND 1ST FLOOR. ARCHITECTURAL WORK. NO CHANGE IN USE, OCCUPANCY, MINOR CHANGE IN EGRESS."
"320331798","BROOKLYN","1256","PROSPECT PLACE","01365","00029","3036157","A1","308",,,"$70000.00","1900",,,"0","R6","PROPOSE TO CONVERT EXISTING TWO FAMILY DWELLING TO THREE FAMILY DWELLING UNIT; DUPLEX APARTMENT ON BASEMENT AND 1ST FLOOR TO BE CONVERTED TO ONE FAMILY EACH.INSTALL PLUMBING FIXTURES AS PER PLANS.OBTAIN A NEW CERTIFICATE OF OCCUPANCY."
"320331798","BROOKLYN","1256","PROSPECT PLACE","01365","00029","3036157","A1","308",,,"$70000.00","1900",,,"0","R6","PROPOSE TO CONVERT EXISTING TWO FAMILY DWELLING TO THREE FAMILY DWELLING UNIT; DUPLEX APARTMENT ON BASEMENT AND 1ST FLOOR TO BE CONVERTED TO ONE FAMILY EACH.INSTALL PLUMBING FIXTURES AS PER PLANS.OBTAIN A NEW CERTIFICATE OF OCCUPANCY."
"320333297","BROOKLYN","189","20TH STREET","00637","00073","3009216","A3","307",,"07/25/2011","$40000.00","0",,,"0","R6B","GENERAL INTERIOR RENOVATION - PATCH REPAIR WALLS AND FLOORS AS NEEDED OF APARTMENTS A-3, B-1, C-4, AND D-6 @ FLOORS 1 THRU FOUR RESPECTIVELY.  NO CHANGE IN EGRESS, USE, OR OCCUPANCY."
"320333297","BROOKLYN","189","20TH STREET","00637","00073","3009216","A3","307",,"07/25/2011","$40000.00","0",,,"0","R6B","GENERAL INTERIOR RENOVATION - PATCH REPAIR WALLS AND FLOORS AS NEEDED OF APARTMENTS A-3, B-1, C-4, AND D-6 @ FLOORS 1 THRU FOUR RESPECTIVELY.  NO CHANGE IN EGRESS, USE, OR OCCUPANCY."
"320334580","BROOKLYN","1155","OCEAN AVENUE","05241","00023","3121397","A2","314",,"09/21/2011","$75000.00","0",,,"0","R7A","MODIFICATION TO INTERIOR PARTITIONS ALONG WITH RELATED PLUMBING WORK RELATED TO THE RENOVATION TO APARTMENT 5J. NO CHANGE TO USE, EGRESS OR OCCUPANCY."
"320339308","BROOKLYN","8313","BAY PARKWAY","06331","00001","3165280","A1","311",,"02/15/2012","$45000.00","63382",,,"0","R6","PROPOSE TO CONVERT EXISTING OFFICE INTO CLASS 'A' APARTMENT.  MINOR PARTITION AND PLUMBING WORK AS PER PLANS FILED HEREWITH."
"320342731","BROOKLYN","1805","SHORE PARKWAY","06929","00066","3187618","A1","311",,"01/04/2012","$45000.00","3525",,,"0","R6","CONVERT EXISTING INDOOR GARAGE INTO PART OF DUPLEX APARTMENT."
"320342731","BROOKLYN","1805","SHORE PARKWAY","06929","00066","3187618","A1","311",,"01/04/2012","$45000.00","3525",,,"0","R6","CONVERT EXISTING INDOOR GARAGE INTO PART OF DUPLEX APARTMENT."
"320342731","BROOKLYN","1805","SHORE PARKWAY","06929","00066","3187618","A1","311",,"01/04/2012","$45000.00","3525",,,"0","R6","CONVERT EXISTING INDOOR GARAGE INTO PART OF DUPLEX APARTMENT."
"320348584","BROOKLYN","1409","ALBEMARLE RD","05095","00001","3117031","A2","314",,"09/01/2011","$50000.00","0",,,"0","R1-2","FILING HEREWITH APPLICATION FOR AN APARTMENT RENOVATION.  NO CHANGE TO USE, EGRESS, OR OCCUPANCY."
"320357635","BROOKLYN","466","PROSPECT PLACE","01162","00037","3028942","A1","308",,,"$74000.00","5674",,,"0","R6","LEGALIZE EXISTING APARTMENT AT BASMENT LEVEL AND CONVERT EXISTING FOUR FAMILY TO A 5 FAMILY"
"320357635","BROOKLYN","466","PROSPECT PLACE","01162","00037","3028942","A1","308",,,"$74000.00","5674",,,"0","R6","LEGALIZE EXISTING APARTMENT AT BASMENT LEVEL AND CONVERT EXISTING FOUR FAMILY TO A 5 FAMILY"
"320357662","BROOKLYN","348","FLATBUSH AVENUE","01058","00036","3348886","A2","306",,"03/19/2012","$82000.00","0",,,"0","R7A","RENOVATE EXISTING 2ND FLOOR APARTMENT. CONSTRUCT &amp; DEMOLISH INTERIOR NON-BEARING PARTITIONS, DOORS, FINISHES, CABINETRY. REPLACE EXISTING WINDOWS.  PLUMBING &amp; MECHANICAL WORK PER PLANS. NO CHANGE TO USE, EGRESS, OR OCCUPANCY"
"320357662","BROOKLYN","348","FLATBUSH AVENUE","01058","00036","3348886","A2","306",,"03/19/2012","$82000.00","0",,,"0","R7A","RENOVATE EXISTING 2ND FLOOR APARTMENT. CONSTRUCT &amp; DEMOLISH INTERIOR NON-BEARING PARTITIONS, DOORS, FINISHES, CABINETRY. REPLACE EXISTING WINDOWS.  PLUMBING &amp; MECHANICAL WORK PER PLANS. NO CHANGE TO USE, EGRESS, OR OCCUPANCY"
"320357671","BROOKLYN","346","FLATBUSH AVENUE","01058","00035","3348885","A2","306",,"03/19/2012","$82000.00","0",,,"0","R7A","RENOVATE EXISTING 2ND FLOOR APARTMENT. CONSTRUCT &amp; DEMOLISH INTERIOR NON-BEARING PARTITIONS, DOORS, FINISHES, CABINETRY. PLUMBING &amp; MECHANICAL WORK PER PLANS. NO CHANGE TO USE, EGRESS, OR OCCUPANCY."
"320357671","BROOKLYN","346","FLATBUSH AVENUE","01058","00035","3348885","A2","306",,"03/19/2012","$82000.00","0",,,"0","R7A","RENOVATE EXISTING 2ND FLOOR APARTMENT. CONSTRUCT &amp; DEMOLISH INTERIOR NON-BEARING PARTITIONS, DOORS, FINISHES, CABINETRY. PLUMBING &amp; MECHANICAL WORK PER PLANS. NO CHANGE TO USE, EGRESS, OR OCCUPANCY."
"320357724","BROOKLYN","350","FLATBUSH AVENUE","01058","00037","3024376","A2","306",,"03/19/2012","$82000.00","0",,,"0","R7A","RENOVATE EXISTING 2ND FLOOR APARTMENT. CONSTRUCT &amp; DEMOLISH INTERIOR NON-BEARING PARTITIONS, DOORS, FINISHES, CABINETRY. PLUMBING &amp; MECHANICAL WORKS PER PLANS. NO CHANGE TO USE, EGRESS, OR OCCUPANCY."
"320357724","BROOKLYN","350","FLATBUSH AVENUE","01058","00037","3024376","A2","306",,"03/19/2012","$82000.00","0",,,"0","R7A","RENOVATE EXISTING 2ND FLOOR APARTMENT. CONSTRUCT &amp; DEMOLISH INTERIOR NON-BEARING PARTITIONS, DOORS, FINISHES, CABINETRY. PLUMBING &amp; MECHANICAL WORKS PER PLANS. NO CHANGE TO USE, EGRESS, OR OCCUPANCY."
"320367704","BROOKLYN","760","54TH  STREET","00826","00030","3014809","A2","307",,"10/06/2011","$70000.00","0",,,"0","R6B","ALTERATION OF EXISTING FIRST FLOOR RESIDENTIAL APARTMENT, NEW KITCHEN AND BEDROOM, REMOVE INTERIOR PARTITIONS AS SHOWN ON PLANS."
"320367713","BROOKLYN","13","NEWEL ST.","02683","00027","3322706","A2","301",,"11/22/2011","$56000.00","0",,,"0","R6B","HEREWITH FILE TO RENOVATE EXISTING APARTMENT #1L &amp; #1RR. WORK INCLUDES ERECT G.W.B. WALL, REPLACE HARDWOOD FLOOR, PAINT, K. CABINET, AND DOORS. NO CHANGE IN USE, EGRESS, AND OCCUPANCY"
"320367713","BROOKLYN","13","NEWEL ST.","02683","00027","3322706","A2","301",,"11/22/2011","$56000.00","0",,,"0","R6B","HEREWITH FILE TO RENOVATE EXISTING APARTMENT #1L &amp; #1RR. WORK INCLUDES ERECT G.W.B. WALL, REPLACE HARDWOOD FLOOR, PAINT, K. CABINET, AND DOORS. NO CHANGE IN USE, EGRESS, AND OCCUPANCY"
"320368874","BROOKLYN","6311","FORT HAMILTON PWAY","05736","00048","3141702","A2","310",,"03/21/2012","$45000.00","0",,,"0","R6B","REPLACE FIRE AND WATER DAMAGED CEILING AND WALLS AT EXISTING COMMERCIAL SPACE.REMOVE DAMAGED FLOOR JOISTS AND REPLACE WITH NEW,REPAIR OR REPLACE WATER DAMAGED WALLS AND FLOORS FOR APARTMENTS AS PER PLANS.NO CHANGE IN USE,EGRESS OR OCCUPANCY."
"320370424","BROOKLYN","97","15TH STREET","01040","00070","3023641","A2","306",,"12/05/2011","$40000.00","0",,,"0","R6B","PROPOSED TO RENOVATE APARTMENT 1L ON THE FIRST FLOOR AS PER PLANS HEREWITH FILED. MINOR INTERIOR NON-BEARING PARTITIONS, PLUMBING &amp; MECHANICAL WORK. NO CHANGE TO USE, EGRESS OR OCCUPANCY PROPOSED UNDER THIS APPLICATION."
"320371067","BROOKLYN","75","HENRY STREET","00217","00001","3326019","A2","302",,"11/22/2011","$65000.00","0",,,"0","R8","COMBINE APARTMENTS 8A &amp; 8B. REMOVE 1 KITCHEN. MINOR INTERIOR ALTERATIONS. NO CHANGE IN EGRESS USE OR OCCUPANCY UNDER THIS APPLICATION."
"320371067","BROOKLYN","75","HENRY STREET","00217","00001","3326019","A2","302",,"11/22/2011","$65000.00","0",,,"0","R8","COMBINE APARTMENTS 8A &amp; 8B. REMOVE 1 KITCHEN. MINOR INTERIOR ALTERATIONS. NO CHANGE IN EGRESS USE OR OCCUPANCY UNDER THIS APPLICATION."
"320371067","BROOKLYN","75","HENRY STREET","00217","00001","3326019","A2","302",,"11/22/2011","$65000.00","0",,,"0","R8","COMBINE APARTMENTS 8A &amp; 8B. REMOVE 1 KITCHEN. MINOR INTERIOR ALTERATIONS. NO CHANGE IN EGRESS USE OR OCCUPANCY UNDER THIS APPLICATION."
"320376589","BROOKLYN","347","FLATBUSH AVENUE","01164","00014","3029036","A1","308",,"09/26/2016","$50000.00","5363",,,"0","R7A","CONVERT EXISTING BUILDING FROM COMMERCIAL 1ST AND 2ND FLOORS AND 2 FAMILIES ON 3RD FLOOR. TO COMMERCIAL 1ST FLOOR AND 1 APARTMENT ON EACH OF THE 2ND FL AND 3 RD FL. COMBINE ALL BUILDINGS ON COMBINED LOTS 14 &amp; 15 NEW LOT #14. PARTIAL DEMO OF 2ND FLOOR. NEW CONC FLOOR AT 1ST FLOOR."
"320376589","BROOKLYN","347","FLATBUSH AVENUE","01164","00014","3029036","A1","308",,"09/26/2016","$50000.00","5363",,,"0","R7A","CONVERT EXISTING BUILDING FROM COMMERCIAL 1ST AND 2ND FLOORS AND 2 FAMILIES ON 3RD FLOOR. TO COMMERCIAL 1ST FLOOR AND 1 APARTMENT ON EACH OF THE 2ND FL AND 3 RD FL. COMBINE ALL BUILDINGS ON COMBINED LOTS 14 &amp; 15 NEW LOT #14. PARTIAL DEMO OF 2ND FLOOR. NEW CONC FLOOR AT 1ST FLOOR."
"320378337","BROOKLYN","61","EASTERN PARKWAY","01179","00085","3029634","A1","308",,,"$80000.00","49157",,,"0","R8X","AMEND C. OF O. TO CONVERT MEDICAL OFFICES ON FIRST FLOOR TO TWO CLASS A APARTMENT."
"320386499","BROOKLYN","27","SOUTH PORTLAND AVE","02100","00021","3058875","A2","302",,"03/01/2012","$54000.00","0",,,"0","R6B","RENOVATION OF AN EXISTING APARTMENT 4 ON THE SECOND FLOOR OF A RESIDENTIAL BUILDING. ARCHITECTURAL &amp; PLUMBING WORK NO CHANGE OF USE OR OCCUPANCY OR EGRESS."
"320390705","BROOKLYN","955","EAST  82  STREET","08019","00019","3224954","A1","318",,,"$70000.00","3960",,,"0","R5B","INTERIOR RENOVATION OF EXISTING TWO FAMILY BUILDING. ADDING BASEMENT AND CELALR FLOORS TO FIRST FLOOR APARTMENT.  ADD BATHROOMS ON EACH FLOOR.  FINISH CELLAR FLOOR AS ACCESSORY USE."
"320390705","BROOKLYN","955","EAST  82  STREET","08019","00019","3224954","A1","318",,,"$70000.00","3960",,,"0","R5B","INTERIOR RENOVATION OF EXISTING TWO FAMILY BUILDING. ADDING BASEMENT AND CELALR FLOORS TO FIRST FLOOR APARTMENT.  ADD BATHROOMS ON EACH FLOOR.  FINISH CELLAR FLOOR AS ACCESSORY USE."
"320392366","BROOKLYN","22","NORTH    6 STREET","02332","07502","3397446","A2","301",,"05/03/2012","$56000.00","0",,,"0","R8","RENOVATION OF AN EXISTING APARTMENT.NO CHANGE TO USE,EGRESS OR OCCUPANCY"
"320394168","BROOKLYN","122","STERLING PLACE","00945","07503","3019281","A2","306",,"03/28/2012","$40000.00","0",,,"0","R6B","APARTMENT RENOVATION AT APT 4A. DEMOLISH AND CONSTRUCT INTERIOR PARTITIONS, CEILING AND DOORS.MODIFY PLUMBING FIXTURES AND RELATED PIPING AS SHOWN IN PLAN.NO CHANGE IN EGRESS. NO CHANGE IN OCCUPANCY OR USE."
"320394168","BROOKLYN","122","STERLING PLACE","00945","07503","3019281","A2","306",,"03/28/2012","$40000.00","0",,,"0","R6B","APARTMENT RENOVATION AT APT 4A. DEMOLISH AND CONSTRUCT INTERIOR PARTITIONS, CEILING AND DOORS.MODIFY PLUMBING FIXTURES AND RELATED PIPING AS SHOWN IN PLAN.NO CHANGE IN EGRESS. NO CHANGE IN OCCUPANCY OR USE."
"320395657","BROOKLYN","28","OLD FULTON STREET","00202","00001","3001475","A2","302",,"01/04/2012","$55000.00","0",,,"0","M2-1","RENOVATION OF APARTMENT 7E ON THE 7TH FLOOR. WORK TO INCLUDE DEMOLITION AND INSTALLATION OF NEW NON LOAD BEARING INTERIOR PARTITIONS, FINISH WORK, AND RELOCATION OF ONE EXISTING HVAC UNIT. NO CHANGE TO USE, EGRESS, OR OCCUPANCY."
"320395657","BROOKLYN","28","OLD FULTON STREET","00202","00001","3001475","A2","302",,"01/04/2012","$55000.00","0",,,"0","M2-1","RENOVATION OF APARTMENT 7E ON THE 7TH FLOOR. WORK TO INCLUDE DEMOLITION AND INSTALLATION OF NEW NON LOAD BEARING INTERIOR PARTITIONS, FINISH WORK, AND RELOCATION OF ONE EXISTING HVAC UNIT. NO CHANGE TO USE, EGRESS, OR OCCUPANCY."
"320405940","BROOKLYN","474","62 STREET","05800","00035","3143964","A2","307",,"01/31/2012","$60000.00","0",,,"0","R6A","RENOVATION OF EXISTING APARTMENTS AT FIRST FLOOR WITH NEW PARTITION, FLOORING, PLUMBING FIXTURES AND GAS EQUIPMENT. NO CHANGE IN USE, EGRESS OR OCCUPANCY."
"320407779","BROOKLYN","1311","BRIGHTWATER AVENUE","08721","00375","3245726","A2","313",,"01/30/2012","$59000.00","0",,,"0","R7-1","INTERIOR RENOVATION OF APARTMENT."
"320409278","BROOKLYN","62","MONTAGUE STREET","00247","00025","3002033","A2","302",,"03/16/2012","$40000.00","0",,,"0","R6","RENOVATION AND COMBINATION OF AN EXISTING RESIDENTIAL APARTMENT 8AE WITH A PORTION OF 8B ON THE 8TH FLOOR. WORK TYPES INCLUDE OT/ARCH &amp; PLUMBING. NO CHANGE OF USE, EGRESS OR OCCUPANCY."
"320428578","BROOKLYN","115","WILLOW STREET","00235","00028","3001791","A2","302",,"03/20/2012","$78000.00","0",,,"0","R6","RENOVATION OF APARTMENT ON THE 5TH FLOOR (APT 5E). SCOPE OF WORK INCLUDES THE REMOVAL AND INSTALLATION OF PARITIIONS,DOORS, FLOORS AND PLUMBING WORK AS PER PLANS FILED HEREWITH. NO CHANGE IN USE, EGRESS OR OCCUPANCY."
"320428578","BROOKLYN","115","WILLOW STREET","00235","00028","3001791","A2","302",,"03/20/2012","$78000.00","0",,,"0","R6","RENOVATION OF APARTMENT ON THE 5TH FLOOR (APT 5E). SCOPE OF WORK INCLUDES THE REMOVAL AND INSTALLATION OF PARITIIONS,DOORS, FLOORS AND PLUMBING WORK AS PER PLANS FILED HEREWITH. NO CHANGE IN USE, EGRESS OR OCCUPANCY."
"320428836","BROOKLYN","1401","BAY RIDGE AVENUE","05776","00001","3143263","A2","311",,"09/04/2013","$43000.00","0",,,"0","R5","RENOVATE APARTMENT 2F, REPLACING PLASTER WALLS WITH INSULATION AND GWB.REPLACE FOUR (4) DAMAGED FLOOR JOIST."
"320439361","BROOKLYN","311","ADELPHI STREET","02104","00005","3059061","A2","302",,"07/05/2012","$40000.00","0",,,"0","R6B","COMBINE RESIDENTIAL APARTMENTS AT BASEMENT AND FIRST FLOOR AS PER TPPN 3/1997 AND CONSTRUCTION OF NEW STEEL PORCH WITH STAIRS TO REAR YARD AT 1ST STORY ABOVE BASEMENT: EXTERIOR RENOVATIONS AND PLUMBING AS PER PLANS."
"320440055","BROOKLYN","127","HICKS ST","00236","00099","3001856","A2","302",,"05/14/2012","$42000.00","0",,,"0","R7-1","RENOVATE EXISTING FOURTH FLOOR APARTMENT. NO CHANGE TO EGRESS,USE OR OCCUPANCY."
"320440055","BROOKLYN","127","HICKS ST","00236","00099","3001856","A2","302",,"05/14/2012","$42000.00","0",,,"0","R7-1","RENOVATE EXISTING FOURTH FLOOR APARTMENT. NO CHANGE TO EGRESS,USE OR OCCUPANCY."
"320440055","BROOKLYN","127","HICKS ST","00236","00099","3001856","A2","302",,"05/14/2012","$42000.00","0",,,"0","R7-1","RENOVATE EXISTING FOURTH FLOOR APARTMENT. NO CHANGE TO EGRESS,USE OR OCCUPANCY."
"320443212","BROOKLYN","1256","PROSPECT  PLACE","01365","00029","3036157","A1","308",,,"$70000.00","1900",,,"0","R6","PROPOSE TO CONVERT EXISTING TWO FAMILY DWELLING  TO THREE FAMILY DWELLING UNIT ;DUPLEX APARTMENT ON BASEMENT AND 1ST FLOOR TO BE CONVERTED TO ONE FAMILY EACH.INSTALL PLUMBING FIXTURES AS PER PLANS.OBTAIN A NEW CERTIFICATE OF OCCUPANCY."
"320444300","BROOKLYN","323","COURT STREET","00421","00001","3336110","A2","306",,"05/03/2012","$67000.00","0",,,"0","R6A","REMODEL EXISTING APARTMENT ON THE 2ND FLOOR. NO CHANGE TO USE, EGRESS OR OCCUPANCY."
"320451881","BROOKLYN","144","GARFIELD PLACE","00966","00009","3020667","A2","306",,,"$85000.00","0",,,"0","R6B","RENOVATION OF AN EXISTING APARTMENT ON THE FOURTH FLOOR. NO CHANGE TO USE, EGRESS OR OCCUPANCY."
"320469934","BROOKLYN","55","WINDSOR PLACE","01108","00054","3026873","A2","307",,,"$40000.00","0",,,"0","R5B","RENOVATION OF KITCHEN &amp; BATHROOM IN BASEMENT APARTMENT. NO CHANGE IN USE, OCCUPANCY OR EGRESS."
"320469934","BROOKLYN","55","WINDSOR PLACE","01108","00054","3026873","A2","307",,,"$40000.00","0",,,"0","R5B","RENOVATION OF KITCHEN &amp; BATHROOM IN BASEMENT APARTMENT. NO CHANGE IN USE, OCCUPANCY OR EGRESS."
"320477961","BROOKLYN","370","MYRTLE AVENUE","02074","00025","3058367","A2","302",,"09/10/2012","$42000.00","0",,,"0","R7A","INTERIOR RENOVATION OF EXISTING APARTMENT ON SECOND FLOOR. REMOVE AND ERECT INTERIOR PARTITIONS WITH NEW DOORS FINISHES AND PLUMBING FIXTURES. NO CHANGE IN OCCUPANCY, USE OR EGRESS."
"320478032","BROOKLYN","65","OCEANA DRIVE EAST","08720","07514","3387624","A2","313",,"08/21/2012","$59000.00","0",,,"0","R7-1","APPLICATION HEREBY FILED TO PROPOSE NEW NON-BEARING PARTITIONS MINOR PLUMBING WORK AND MECHANICAL MODIFICATION IN AN EXISTING CLASS A APARTMENT 8D AT 8TH FLOOR NO CHANGE IN USE EGRESS OR  OCCUPANCY"
"320478032","BROOKLYN","65","OCEANA DRIVE EAST","08720","07514","3387624","A2","313",,"08/21/2012","$59000.00","0",,,"0","R7-1","APPLICATION HEREBY FILED TO PROPOSE NEW NON-BEARING PARTITIONS MINOR PLUMBING WORK AND MECHANICAL MODIFICATION IN AN EXISTING CLASS A APARTMENT 8D AT 8TH FLOOR NO CHANGE IN USE EGRESS OR  OCCUPANCY"
"320479521","BROOKLYN","550","THROOP AVE","01830","00042","3052084","A2","303",,"05/25/2012","$40000.00","0",,,"0","R6B","INTERIOR ALTERATION AT APARTMENT 5D, FOURTH FLR, TO CHANGE A 2 BR TO A 3 BR UNIT. NO CHANGE IN BUILDING BULK, OCCUPANCY, USE OR EGRESS."
"320479601","BROOKLYN","9","COLLEGE PLACE","00236","07503","3398020","A2","302",,,"$76000.00","0",,,"0",,"MECHANICAL AND PLUMBING WORK IN CONJUNCTION WITH THE COMBINATION AND RENOVATION OF APARTMENTS 3J AND 4D ON THE THIRD AND FOURTH FLOORS. NO CHANGE OF USE, OCCUPANCY OR EGRESS."
"320479601","BROOKLYN","9","COLLEGE PLACE","00236","07503","3398020","A2","302",,,"$76000.00","0",,,"0",,"MECHANICAL AND PLUMBING WORK IN CONJUNCTION WITH THE COMBINATION AND RENOVATION OF APARTMENTS 3J AND 4D ON THE THIRD AND FOURTH FLOORS. NO CHANGE OF USE, OCCUPANCY OR EGRESS."
